Keys,English,Vietnamese,Chinese (Simplified),$Chinese (Traditional),Japanese,French,German,Spanish,Portuguese [pt-PT],Arabic,Russian,Korean,Italian,Hindi,Philipine [tl],Indo,Thai,Turkis
TXT_HERO_CARD,Hero Card,Thẻ Anh Hùng,英雄卡,英雄卡,ヒーローカード,Carte De Héros,Heldenkarte,Tarjeta De Héroe,Cartão De Herói,بطاقة البطل,Карта Героя,영웅 카드,Carta Eroe,हीरो कार्ड,Kard Ng Bayani,Kartu Pahlawan,การ์ดฮีโร่,Kahraman Kartı
TXT_HERO_COLLECTION,Hero Collection,Bộ Sưu Tập Anh Hùng,英雄合集,,ヒーローコレクション,Collection De Héros,Heldensammlung,Colección De Héroes,Coleção De Heróis,جمع البطل,Коллекция Героев,영웅 컬렉션,Collezione Di Eroi,नायक संग्रह,Koleksyon Ng Bayani,Koleksi Pahlawan,คอลเลกชันฮีโร่,Kahraman Koleksiyonu
TXT_HERO_LAB,Hero Lab,Phòng Thí Nghiệm Anh Hùng,英雄实验室,,ヒーローラボ,Laboratoire De Héros,Heldenlabor,Laboratorio Héroe,Laboratório De Heróis,مختبر البطل,Лаборатория Героев,영웅 연구실,Laboratorio Degli Eroi,हीरो लैब,Bayani Lab,Laboratorium Pahlawan,ห้องปฏิบัติการฮีโร่,Kahraman Laboratuvarı
TXT_HERO_LAB_DES,"Research your Hero and grow faster than others!
Depending on the Hero's rarity, research time and the amount of Card Fragment accquired will vary.

Common - Research Time: 8h / Same Card x100
Rare - Research Time: 24h / Same Card x20
Unique - Research Time: 72h / Same Card x5
Legendary - Research Time: 168h / Same Card x1

You can create approximately 10K Card Fragment through the research just in a month!","Nghiên cứu Anh hùng của bạn và phát triển nhanh hơn những người khác!
Tùy thuộc vào độ hiếm của Anh hùng, thời gian nghiên cứu và số lượng Mảnh thẻ thu được sẽ khác nhau.

Common - Thời gian nghiên cứu: 8h / Thẻ tương tự x100
Hiếm - Thời gian nghiên cứu: 24h / Thẻ tương tự x20
Duy nhất - Thời gian nghiên cứu: 72h / Cùng một thẻ x5
Huyền thoại - Thời gian nghiên cứu: 168h / Thẻ giống nhau x1

Bạn có thể tạo ra khoảng 10K mảnh thẻ thông qua nghiên cứu chỉ trong một tháng!","研究你的英雄并比其他人成长得更快！
根据英雄的稀有度，研究时间和获得的卡牌碎片数量会有所不同。

普通 - 研究时间：8小时/同一张卡 x100
稀有 - 研究时间：24 小时 / 同一张卡 x20
独特 - 研究时间：72小时/同一张卡 x5
传奇 - 研究时间：168小时/同一张卡 x1

通过一个月的研究，你可以制作出约10K卡牌碎片！",,"自分のヒーローを研究して、他のヒーローよりも早く成長しましょう!
ヒーローのレアリティに応じて、研究時間と獲得できるカードフラグメントの量が異なります。

コモン - 研究時間: 8時間 / 同じカード×100
レア - 研究時間: 24時間 / 同じカード x20
ユニーク - 研究時間: 72時間 / 同じカード x5
レジェンダリー - 研究時間: 168時間 / 同カード x1

たった1ヶ月の研究で約10,000枚のカードフラグメントを作成することができます！","Recherchez votre héros et grandissez plus vite que les autres !
En fonction de la rareté du Héros, le temps de recherche et la quantité de Fragments de Carte acquis varieront.

Commun - Temps de recherche : 8h / Même carte x100
Rare - Temps de recherche : 24h / Même carte x20
Unique - Temps de recherche : 72h / Même carte x5
Légendaire - Temps de recherche : 168h / Même carte x1

Vous pouvez créer environ 10 000 fragments de carte grâce à la recherche en seulement un mois !","Erforsche deinen Helden und wachse schneller als andere!
Abhängig von der Seltenheit des Helden variieren die Forschungszeit und die Menge der erworbenen Kartenfragmente.

Gewöhnlich – Forschungszeit: 8 Stunden / Gleiche Karte x100
Selten – Forschungszeit: 24 Stunden / Gleiche Karte x20
Einzigartig – Forschungszeit: 72 Stunden / Gleiche Karte x5
Legendär – Forschungszeit: 168 Stunden / Gleiche Karte x1

Durch die Recherche können Sie in nur einem Monat etwa 10.000 Kartenfragmente erstellen!","¡Investiga a tu héroe y crece más rápido que otros!
Dependiendo de la rareza del héroe, el tiempo de investigación y la cantidad de fragmentos de cartas adquiridos variarán.

Común - Tiempo de investigación: 8h / Misma tarjeta x100
Raro - Tiempo de investigación: 24 h / Misma tarjeta x20
Único - Tiempo de investigación: 72h / Misma tarjeta x5
Legendario - Tiempo de investigación: 168h / Misma tarjeta x1

¡Puedes crear aproximadamente 10.000 fragmentos de tarjeta a través de la investigación en solo un mes!","Pesquise seu herói e cresça mais rápido que os outros!
Dependendo da raridade do Herói, o tempo de pesquisa e a quantidade de Fragmentos de Carta adquiridos irão variar.

Comum - Tempo de Pesquisa: 8h / Mesma Carta x100
Raro - Tempo de Pesquisa: 24h / Mesma Carta x20
Único - Tempo de Pesquisa: 72h / Mesma Carta x5
Lendário - Tempo de pesquisa: 168h / Mesma carta x1

Você pode criar aproximadamente 10 mil fragmentos de cartão por meio da pesquisa em apenas um mês!","ابحث عن بطلك ونمو بشكل أسرع من الآخرين!
اعتمادًا على ندرة البطل، سيختلف وقت البحث وكمية جزء البطاقة التي تم الحصول عليها.

مشترك - وقت البحث: 8 ساعات / نفس البطاقة x100
نادر - وقت البحث: 24 ساعة / نفس البطاقة ×20
فريد - وقت البحث: 72 ساعة / نفس البطاقة ×5
أسطوري - وقت البحث: 168 ساعة / نفس البطاقة ×1

يمكنك إنشاء ما يقرب من 10 آلاف جزء من البطاقة من خلال البحث خلال شهر واحد فقط!","Исследуйте своего Героя и развивайтесь быстрее других!
В зависимости от редкости Героя время исследования и количество получаемых фрагментов карты будут различаться.

Обычное — время исследования: 8 часов / та же карта x100
Редкое — время исследования: 24 часа / та же карта x20
Уникально — время исследования: 72 часа / одна и та же карта x5
Легендарный — время исследования: 168 часов / одна и та же карта x1

Всего за месяц вы можете создать около 10 тысяч фрагментов карты!","당신의 영웅을 연구하고 다른 사람들보다 빠르게 성장하세요!
영웅의 희귀도에 따라 연구 시간과 카드 조각 획득량이 달라집니다.

일반 - 연구 시간: 8h / 동일 카드 100개
레어 - 연구 시간: 24시간 / 동일 카드 20개
유니크 - 연구 시간: 72h / 동일 카드 x5
전설 - 연구 시간: 168h / 동일 카드 x1

연구를 통해 한 달 만에 약 10,000개의 카드 조각을 만들 수 있습니다!","Ricerca il tuo eroe e cresci più velocemente degli altri!
A seconda della rarità dell'eroe, il tempo di ricerca e la quantità di frammenti di carta acquisiti varieranno.

Comune - Tempo di ricerca: 8 ore / Stessa carta x100
Raro - Tempo di ricerca: 24 ore / Stessa carta x20
Unico - Tempo di ricerca: 72 ore / Stessa carta x5
Leggendario - Tempo di ricerca: 168 ore / Stessa carta x1

Puoi creare circa 10.000 frammenti di carte attraverso la ricerca in solo un mese!","अपने हीरो पर शोध करें और दूसरों की तुलना में तेजी से आगे बढ़ें!
हीरो की दुर्लभता के आधार पर, शोध का समय और अर्जित कार्ड फ्रैगमेंट की मात्रा अलग-अलग होगी।

सामान्य - अनुसंधान समय: 8 घंटे / समान कार्ड x100
दुर्लभ - अनुसंधान समय: 24 घंटे / समान कार्ड x20
अद्वितीय - अनुसंधान समय: 72 घंटे / समान कार्ड x5
पौराणिक - अनुसंधान समय: 168 घंटे / समान कार्ड x1

आप केवल एक महीने में शोध के माध्यम से लगभग 10K कार्ड फ्रैगमेंट बना सकते हैं!","Magsaliksik sa iyong Bayani at lumago nang mas mabilis kaysa sa iba!
Depende sa pambihira ng Hero, mag-iiba-iba ang oras ng pagsasaliksik at ang halaga ng Card Fragment na nakuha.

Karaniwan - Oras ng Pananaliksik: 8h / Parehong Card x100
Bihira - Oras ng Pananaliksik: 24h / Parehong Card x20
Natatangi - Oras ng Pananaliksik: 72h / Parehong Card x5
Maalamat - Oras ng Pananaliksik: 168h / Parehong Card x1

Maaari kang lumikha ng humigit-kumulang 10K Card Fragment sa pamamagitan ng pananaliksik sa loob lamang ng isang buwan!","Teliti Pahlawan Anda dan tumbuh lebih cepat dari yang lain!
Tergantung pada kelangkaan Pahlawan, waktu penelitian dan jumlah Fragmen Kartu yang diperoleh akan bervariasi.

Umum - Waktu Penelitian: 8 jam / Kartu yang Sama x100
Langka - Waktu Penelitian: 24 jam / Kartu yang Sama x20
Unik - Waktu Penelitian: 72 jam / Kartu Sama x5
Legendaris - Waktu Penelitian: 168 jam / Kartu yang Sama x1

Anda dapat membuat sekitar 10 Ribu Fragmen Kartu melalui penelitian hanya dalam sebulan!","วิจัยฮีโร่ของคุณและเติบโตเร็วกว่าคนอื่นๆ!
ขึ้นอยู่กับความหายากของฮีโร่ เวลาในการวิจัยและจำนวนชิ้นส่วนการ์ดที่ได้รับจะแตกต่างกันไป

ทั่วไป - เวลาวิจัย: 8 ชม. / การ์ดใบเดียวกัน x100
หายาก - เวลาวิจัย: 24 ชม. / การ์ดเดียวกัน x20
เฉพาะตัว - เวลาวิจัย: 72 ชม. / การ์ดเดียวกัน x5
ระดับตำนาน - เวลาวิจัย: 168 ชม. / การ์ดใบเดียวกัน x1

คุณสามารถสร้างชิ้นส่วนการ์ดได้ประมาณ 10,000 ชิ้นผ่านการค้นคว้าภายในหนึ่งเดือน!","Kahramanınızı araştırın ve diğerlerinden daha hızlı büyüyün!
Kahramanın nadirliğine bağlı olarak araştırma süresi ve elde edilen Kart Parçası miktarı değişecektir.

Ortak - Araştırma Süresi: 8 saat / Aynı Kart x100
Nadir - Araştırma Süresi: 24 saat / Aynı Kart x20
Benzersiz - Araştırma Süresi: 72 saat / Aynı Kart x5
Efsanevi - Araştırma Süresi: 168 saat / Aynı Kart x1

Araştırma sayesinde sadece bir ayda yaklaşık 10.000 Kart Parçası oluşturabilirsiniz!"
TXT_HERO_NOT_COMPATIBLE,The current heroes are not compatible,Các anh hùng hiện tại không tương thích,当前英雄不兼容,,現在のヒーローには互換性がありません,Les héros actuels ne sont pas compatibles,Die aktuellen Helden sind nicht kompatibel,Los héroes actuales no son compatibles.,Os heróis atuais não são compatíveis,الأبطال الحاليون غير متوافقين,Текущие герои несовместимы.,현재 영웅은 호환되지 않습니다,Gli eroi attuali non sono compatibili,वर्तमान नायक संगत नहीं हैं,Ang mga kasalukuyang bayani ay hindi magkatugma,Hero yang ada saat ini tidak kompatibel,ฮีโร่ปัจจุบันเข้ากันไม่ได้,Mevcut kahramanlar uyumlu değil
TXT_HERO_PACK,Hero Pack,Gói Anh Hùng,英雄包,,ヒーローパック,Pack De Héros,Heldenpaket,Paquete De Héroe,Pacote De Herói,حزمة البطل,Герой Пакет,영웅 팩,Pacchetto Eroe,हीरो पैक,Bayani Pack,Paket Pahlawan,แพ็คฮีโร่,Kahraman Paketi
TXT_HERO_PACK_1,Hero Pack 1,Gói Anh Hùng 1,英雄包1,英雄包1,ヒーローパック1,Pack De Héros 1,Heldenpaket 1,Paquete De Héroe 1,Pacote De Herói 1,حزمة البطل 1,Пакет Героев 1,영웅 팩 1,Pacchetto Eroe 1,हीरो पैक 1,Hero Pack 1,Paket Pahlawan 1,ฮีโร่แพ็ค 1,Kahraman Paketi 1
TXT_HERO_PACK_2,Hero Pack 2,Gói Anh Hùng 2,英雄包2,英雄包2,ヒーローパック2,Pack De Héros 2,Heldenpaket 2,Paquete De Héroe 2,Pacote De Heróis 2,حزمة البطل 2,Пакет Героев 2,영웅 팩 2,Pacchetto Eroe 2,हीरो पैक 2,Hero Pack 2,Paket Pahlawan 2,ฮีโร่แพ็ค 2,Kahraman Paketi 2
TXT_HERO_PACK_3,Hero Pack 3,Gói Anh Hùng 3,英雄包3,英雄包3,ヒーローパック3,Pack De Héros 3,Heldenpaket 3,Paquete De Héroe 3,Pacote De Heróis 3,حزمة البطل 3,Пакет Героев 3,영웅 팩 3,Pacchetto Eroe 3,हीरो पैक 3,Hero Pack 3,Paket Pahlawan 3,ฮีโร่แพ็ค 3,Kahraman Paketi 3
TXT_HERO_UPGRADE,Hero Upgrade,Nâng Cấp Anh Hùng,英雄升级,英雄升級,ヒーローのアップグレード,Mise À Niveau Du Héros,Helden-Upgrade,Actualización De Héroe,Atualização De Herói,ترقية البطل,Обновление Героя,영웅 업그레이드,Aggiornamento Dell'eroe,हीरो अपग्रेड,Pag-Upgrade Ng Bayani,Peningkatan Pahlawan,อัพเกรดฮีโร่,Kahraman Yükseltmesi
TXT_HIGHEST_RANK,Highest Rank,Hạng Cao Nhất,最高等级,,最高ランク,Rang Le Plus Élevé,Höchsten Rang,Rango Más Alto,Classificação Mais Alta,أعلى رتبة,Высший Ранг,최고 순위,Grado Più Alto,सर्वोच्च पद,Pinakamataas Na Ranggo,Peringkat Tertinggi,อันดับสูงสุด,En Yüksek Rütbe
TXT_HIRE_NOW,Hire Now,Thuê Ngay Bây Giờ,立即雇用,,今すぐ雇う,Embaucher Maintenant,Jetzt Mieten,Contratar Ahora,Contrate Agora,استئجار الآن,Нанять Сейчас,지금 고용하세요,Assumi Adesso,अभी किराये पर लें,Umarkila Ngayon,Pekerjakan Sekarang,จ้างตอนนี้,Şimdi Işe Al
TXT_HOLY_ARROW_DMG,Holy Arrow DMG,Sát Thương Mũi Tên Thánh,圣箭伤害,聖箭傷害,聖なる矢のダメージ,Dégâts De La Flèche Sacrée,Heiliger Pfeilschaden,Daño De Flecha Sagrada,Dano Da Flecha Sagrada,ضرر السهم المقدس,Урон От Святой Стрелы,신성한 화살 피해,Danno Della Freccia Sacra,पवित्र तीर क्षति,Pinsala Sa Banal Na Palaso,Kerusakan Panah Suci,ความเสียหายจากลูกศรศักดิ์สิทธิ์,Kutsal Ok Hasarı
TXT_HOLY_BLADE_SEASON,Level Crusher Season,Mùa Máy Nghiền Cấp,水平破碎机季节,,レベルクラッシャーシーズン,Saison De Concasseur De Niveau,Levelbrecher-Saison,Temporada Trituradora De Nivel,Temporada De Britador De Nível,موسم كسارة المستوى,Сезон Дробилки Уровня,레벨 크러셔 시즌,Stagione Dei Frantoi Di Livello,लेवल क्रशर सीजन,Antas Ng Panahon Ng Pandurog,Musim Penghancur Tingkat,ฤดูกาลบดระดับ,Seviye Kırıcı Sezonu
